Date,Open,High,Low,Close,Adj Close,Volume
1998-03-10,14.277848,14.346680,14.218848,14.258181,8.570174,2595790
1998-03-11,14.258181,14.317181,14.159849,14.228682,8.552442,3106177
1998-03-12,14.258181,14.258181,14.002517,14.140183,8.499249,2735622
1998-03-13,14.317181,14.346680,14.199182,14.199182,8.534708,3376943
1998-03-16,14.238515,14.346680,14.228682,14.307347,8.599725,1773960
1998-03-17,14.277848,14.356514,14.140183,14.297514,8.593815,2454052
1998-03-18,14.277848,14.464679,14.248348,14.415513,8.664739,3892414
1998-03-19,14.415513,14.513845,14.336847,14.513845,8.723849,3800252
1998-03-20,14.622011,14.651510,14.464679,14.631844,8.794772,4639244
1998-03-23,14.631844,14.700677,14.494179,14.572845,8.759307,2956811
1998-03-24,14.572845,14.705593,14.563011,14.572845,8.759307,1873749
1998-03-25,14.631844,14.705593,14.474512,14.533512,8.735663,3959788
1998-03-26,14.454846,14.474512,14.268014,14.395846,8.652921,3224399
1998-03-27,14.553178,14.769509,14.376180,14.376180,8.641099,6639478
1998-03-30,14.386013,14.405680,14.199182,14.307347,8.599725,2073327
1998-03-31,14.415513,14.779342,14.415513,14.523678,8.729756,3413172
1998-04-01,14.504012,14.926841,14.415513,14.808842,8.901156,5959386
1998-04-02,14.789176,14.976007,14.710510,14.976007,9.001638,2980328
1998-04-03,14.976007,15.044840,14.828508,14.867841,8.936622,2850666
1998-04-06,15.044840,15.320170,15.035006,15.320170,9.208502,6860031
1998-04-07,15.182505,15.290670,15.005507,15.074339,9.060741,3352790
1998-04-08,15.103839,15.182505,14.917008,14.985840,9.007550,2649181
1998-04-09,15.015340,15.172671,14.976007,14.995673,9.013456,2082861
1998-04-13,14.936674,15.074339,14.808842,15.074339,9.060741,2978422
1998-04-14,15.074339,15.457835,15.074339,15.310337,9.202597,4529286
1998-04-15,15.271004,15.280837,14.926841,15.074339,9.060741,3819320
1998-04-16,15.064506,15.300503,14.956340,15.231671,9.155308,3871440
1998-04-17,15.231671,15.251337,15.094006,15.143172,9.102116,4034789
1998-04-20,15.202171,15.271004,15.044840,15.261171,9.173040,2609138
1998-04-21,15.221838,15.418502,15.162838,15.398836,9.255788,6369983
1998-04-22,15.477502,15.497168,15.162838,15.339836,9.220327,4214664
1998-04-23,15.379169,15.457835,15.241504,15.418502,9.267606,3386477
1998-04-24,15.418502,15.487335,15.359503,15.428335,9.273517,3510419
1998-04-27,15.280837,15.339836,15.202171,15.320170,9.208502,6008327
1998-04-28,15.457835,15.457835,15.133339,15.212004,9.143488,4526743
1998-04-29,15.320170,15.389003,15.182505,15.231671,9.155308,3046431
1998-04-30,15.359503,15.703666,15.359503,15.487335,9.308984,4402801
1998-05-01,15.556167,15.693833,15.467668,15.556167,9.350354,3666776
1998-05-04,15.585667,15.752832,15.556167,15.664333,9.415370,2885624
1998-05-05,15.556167,15.595500,15.428335,15.438169,9.279428,2600240
1998-05-06,15.477502,15.575834,15.261171,15.280837,9.184866,2761046
1998-05-07,15.261171,15.261171,15.054673,15.054673,9.048923,3584784
1998-05-08,15.064506,15.231671,15.054673,15.133339,9.096201,4121866
1998-05-11,15.221838,15.349670,15.221838,15.261171,9.173040,2068878
1998-05-12,15.221838,15.349670,15.123505,15.320170,9.208502,2023750
1998-05-13,15.241504,15.339836,15.123505,15.162838,9.113935,4339241
1998-05-14,15.103839,15.221838,15.054673,15.172671,9.119843,3988390
1998-05-15,15.103839,15.221838,15.025173,15.044840,9.043014,3578428
1998-05-18,15.025173,15.123505,14.710510,14.789176,8.889338,5129292
1998-05-19,14.877675,15.064506,14.838342,14.946507,8.983903,5067003
1998-05-20,14.985840,15.241504,14.946507,15.182505,9.160475,4013178
1998-05-21,15.221838,15.300503,15.035006,15.113672,9.118938,1685611
1998-05-22,15.202171,15.202171,15.035006,15.143172,9.136741,2175023
1998-05-26,15.182505,15.241504,14.946507,14.956340,9.024010,3260628
1998-05-27,14.828508,14.848175,14.474512,14.592511,8.804495,7691396
1998-05-28,14.592511,14.779342,14.484346,14.720343,8.881623,3804066
1998-05-29,14.759676,14.897341,14.720343,14.789176,8.923152,3389019
1998-06-01,14.720343,14.867841,14.671177,14.799009,8.929086,4161909
1998-06-02,14.749843,14.877675,14.671177,14.700677,8.869759,2853208
1998-06-03,14.710510,14.789176,14.474512,14.474512,8.733299,1938580
1998-06-04,14.435179,14.435179,13.943518,14.268014,8.608705,7061516
1998-06-05,14.228682,14.543345,14.189349,14.435179,8.709564,3383299
1998-06-08,14.435179,14.631844,14.376180,14.376180,8.673965,2248117
1998-06-09,14.395846,14.454846,14.140183,14.307347,8.632434,4482887
1998-06-10,14.287681,14.287681,13.678021,13.727187,8.282392,10186126
1998-06-11,13.727187,13.756687,13.225692,13.353524,8.056941,15417114
1998-06-12,13.363357,13.678021,13.304358,13.678021,8.252728,10433374
1998-06-15,13.471523,13.707520,13.353524,13.530522,8.163742,9182513
1998-06-16,13.569855,13.579688,13.363357,13.471523,8.128142,6253033
1998-06-17,13.628855,14.061517,13.609188,13.982851,8.436653,6343924
1998-06-18,13.982851,14.081183,13.796020,13.845186,8.353594,4990096
1998-06-19,13.982851,14.022184,13.491189,13.530522,8.163742,6975710
1998-06-22,13.530522,13.707520,13.530522,13.560022,8.181534,3904491
1998-06-23,13.619021,13.973018,13.619021,13.864852,8.365454,5836079
1998-06-24,13.884519,14.061517,13.776353,14.022184,8.460384,2038369
1998-06-25,14.100850,14.297514,13.943518,14.081183,8.495979,3779913
1998-06-26,14.120516,14.415513,14.120516,14.228682,8.584976,3410630
1998-06-29,14.297514,14.474512,14.287681,14.405680,8.691771,2966981
1998-06-30,14.346680,14.553178,14.228682,14.553178,8.780760,6398585
1998-07-01,14.563011,14.789176,14.523678,14.769509,8.911287,4332885
1998-07-02,14.769509,14.848175,14.730176,14.808842,8.935021,1847054
1998-07-06,14.808842,15.044840,14.789176,14.956340,9.024010,2942828
1998-07-07,14.976007,15.202171,14.867841,14.926841,9.006214,3396646
1998-07-08,14.887508,15.103839,14.808842,15.084172,9.101140,2073327
1998-07-09,15.025173,15.103839,14.946507,15.025173,9.065547,3373129
1998-07-10,15.025173,15.035006,14.828508,14.887508,8.982477,2829691
1998-07-13,14.907174,14.946507,14.740009,14.926841,9.006214,2844946
1998-07-14,14.946507,15.015340,14.897341,15.015340,9.059609,3888601
1998-07-15,14.946507,15.290670,14.877675,15.123505,9.124870,2588163
1998-07-16,15.103839,15.192338,14.946507,15.192338,9.166401,2155320
1998-07-17,15.192338,15.212004,14.828508,14.887508,8.982477,4027797
1998-07-20,14.887508,14.887508,14.415513,14.612177,8.816359,5972098
1998-07-21,14.671177,15.103839,14.651510,14.828508,8.946886,4848357
1998-07-22,15.064506,15.595500,15.035006,15.153005,9.142669,6520620
1998-07-23,15.153005,15.320170,14.946507,15.084172,9.101140,5548152
1998-07-24,15.202171,15.221838,14.848175,14.897341,8.988418,3764023
1998-07-27,14.907174,15.339836,14.749843,15.310337,9.237597,4388182
1998-07-28,15.103839,15.192338,14.818675,14.887508,8.982477,2792191
1998-07-29,15.005507,15.015340,14.612177,14.720343,8.881623,2874183
1998-07-30,14.690843,15.202171,14.690843,15.162838,9.148604,3500249
1998-07-31,15.123505,15.448002,15.044840,15.084172,9.101140,4886493
1998-08-03,15.084172,15.438169,15.025173,15.221838,9.184202,4261698
1998-08-04,15.202171,15.202171,14.543345,14.671177,8.851957,5383532
1998-08-05,14.681010,14.799009,14.179515,14.474512,8.733299,6909608
1998-08-06,14.592511,14.631844,14.415513,14.464679,8.727370,5447092
1998-08-07,14.395846,14.405680,14.022184,14.209015,8.573107,8201147
1998-08-10,14.209015,14.395846,14.159849,14.258181,8.602771,3856821
1998-08-11,14.140183,14.150016,13.727187,13.796020,8.323927,5186496
1998-08-12,13.786186,14.032017,13.786186,14.012351,8.454446,5198572
1998-08-13,14.012351,14.110683,13.943518,14.002517,8.448514,4037967
1998-08-14,14.002517,14.032017,13.707520,13.707520,8.270526,5602814
1998-08-17,13.746853,14.071350,13.648521,14.071350,8.490043,4327800
1998-08-18,14.140183,14.159849,14.022184,14.130349,8.525645,3855550
1998-08-19,14.120516,14.150016,13.864852,13.953351,8.452737,3443045
1998-08-20,13.943518,14.159849,13.805853,13.933685,8.440823,4061484
1998-08-21,13.825519,13.855019,13.392857,13.619021,8.250203,3540928
1998-08-24,13.717354,13.746853,13.392857,13.569855,8.220417,4863611
1998-08-25,13.628855,13.727187,13.491189,13.540356,8.202548,6198371
1998-08-26,13.383024,13.392857,12.979862,13.038861,7.898746,10070446
1998-08-27,12.743864,12.743864,12.232536,12.242369,7.416245,13064122
1998-08-28,12.507867,12.625865,12.281702,12.350535,7.481774,4850899
1998-08-31,12.350535,12.350535,11.416378,11.416378,6.915871,8327631
1998-09-01,11.485211,12.114537,11.288546,12.016205,7.279241,12638906
1998-09-02,12.271869,12.606199,12.153870,12.380035,7.499641,7541394
1998-09-03,12.153870,12.222703,11.760541,11.878540,7.195843,12074493
1998-09-04,11.996539,12.016205,11.780208,11.976872,7.255413,6589901
1998-09-08,12.370201,12.586532,12.232536,12.576699,7.618778,6042014
1998-09-09,12.547199,12.665198,12.193203,12.311202,7.457943,3751311
1998-09-10,12.075205,12.193203,11.721208,11.819541,7.160105,4391996
1998-09-11,11.740875,12.153870,11.563877,12.065371,7.309022,4608100
1998-09-14,12.429201,12.586532,12.340702,12.488200,7.565170,5079080
1998-09-15,12.448867,12.625865,12.262036,12.576699,7.618778,3347070
1998-09-16,12.576699,12.763531,12.439034,12.753697,7.726003,3427791
1998-09-17,12.566866,12.694698,12.370201,12.694698,7.690259,8372123
1998-09-18,13.058527,13.058527,12.507867,12.537366,7.594949,7864279
1998-09-21,12.271869,12.291536,11.760541,12.281702,7.440077,6745623
1998-09-22,12.360368,12.360368,11.878540,11.937539,7.231584,5336498
1998-09-23,12.193203,12.734031,12.193203,12.606199,7.636649,8460472
1998-09-24,12.547199,12.891362,12.419368,12.458700,7.547295,5167428
1998-09-25,12.380035,12.576699,12.252203,12.488200,7.565170,6427823
1998-09-28,12.822530,12.881529,12.557033,12.557033,7.606863,4643058
1998-09-29,12.724198,12.822530,12.527533,12.665198,7.672385,3536478
1998-09-30,12.625865,12.704531,11.996539,12.026038,7.285196,6302610
1998-10-01,11.888373,12.153870,11.593376,11.642542,7.052880,8429963
1998-10-02,11.740875,12.016205,11.544210,11.976872,7.255413,5417854
1998-10-05,11.996539,12.055538,11.327879,11.662209,7.064793,6829522
1998-10-06,11.957206,12.252203,11.829374,11.957206,7.243495,8210045
1998-10-07,11.917873,12.144037,11.760541,11.996539,7.267324,5082893
1998-10-08,11.603210,11.839207,11.465544,11.839207,7.172018,5537347
1998-10-09,11.898206,12.468534,11.839207,12.075205,7.314980,6982702
1998-10-12,12.389868,12.724198,12.330868,12.448867,7.541341,4752381
1998-10-13,12.468534,12.468534,12.153870,12.380035,7.499641,3729701
1998-10-14,12.350535,12.429201,10.226558,12.222703,7.404329,5789680
1998-10-15,12.153870,12.625865,12.114537,12.625865,7.648563,6649647
1998-10-16,12.704531,13.294525,12.665198,13.137193,7.958313,11658811
1998-10-19,13.137193,13.392857,13.058527,13.324025,8.071496,3849829
1998-10-20,13.609188,13.982851,13.530522,13.628855,8.256155,5755994
1998-10-21,13.825519,14.445013,13.766520,14.228682,8.619524,6293076
1998-10-22,14.228682,14.268014,13.963184,14.120516,8.554003,6054090
1998-10-23,14.091016,14.140183,13.766520,13.835352,8.381250,4933527
1998-10-26,13.904185,13.914018,13.648521,13.855019,8.393164,3853643
1998-10-27,13.963184,14.336847,13.963184,14.130349,8.559957,7596056
1998-10-28,14.218848,14.671177,14.140183,14.386013,8.714831,5091792
1998-10-29,14.435179,14.710510,14.277848,14.681010,8.893538,4283308
1998-10-30,14.946507,15.143172,14.789176,14.985840,9.078196,8031442
1998-11-02,15.074339,15.241504,14.966174,15.064506,9.125854,4662126
1998-11-03,14.907174,15.015340,14.700677,14.917008,9.036503,4733949
1998-11-04,15.182505,15.261171,14.995673,15.113672,9.155636,7576352
1998-11-05,15.044840,15.300503,14.966174,15.280837,9.256907,5139462
1998-11-06,15.330003,15.644666,15.320170,15.507001,9.393909,5134377
1998-11-09,15.477502,15.605334,15.320170,15.438169,9.352214,5045393
1998-11-10,15.339836,15.546334,15.320170,15.320170,9.280734,4444751
