Date,Open,High,Low,Close,Adj Close,Volume
2021-06-21,75.000000,77.550003,67.949997,76.849998,76.849998,714769
2021-06-22,77.150002,81.849998,76.849998,80.500000,80.500000,1486171
2021-06-23,80.949997,81.199997,78.150002,78.599998,78.599998,511021
2021-06-24,78.849998,79.050003,77.099998,77.500000,77.500000,220919
2021-06-25,77.949997,79.199997,77.099998,78.000000,78.000000,602453
2021-06-28,78.699997,80.400002,77.750000,79.650002,79.650002,358557
2021-06-29,82.000000,82.650002,81.050003,82.199997,82.199997,1605251
2021-06-30,83.199997,83.900002,80.150002,81.000000,81.000000,1019166
2021-07-01,81.000000,81.849998,79.449997,80.000000,80.000000,709921
2021-07-02,80.000000,80.300003,77.800003,78.050003,78.050003,444370
2021-07-05,78.500000,80.099998,78.050003,79.099998,79.099998,553135
2021-07-06,81.150002,82.000000,79.000000,79.300003,79.300003,1124893
2021-07-07,79.000000,79.599998,78.000000,78.349998,78.349998,469771
2021-07-08,78.000000,82.400002,78.000000,81.800003,81.800003,3034811
2021-07-09,82.000000,82.550003,80.300003,80.699997,80.699997,620594
2021-07-12,81.500000,81.900002,78.800003,79.349998,79.349998,1015035
2021-07-13,80.099998,80.250000,78.650002,78.949997,78.949997,418122
2021-07-14,80.000000,80.000000,78.500000,78.699997,78.699997,201773
2021-07-15,79.099998,80.699997,78.300003,78.949997,78.949997,393902
2021-07-16,78.949997,79.400002,78.349998,78.699997,78.699997,202872
2021-07-19,79.000000,79.000000,77.099998,77.550003,77.550003,395087
2021-07-20,77.500000,78.500000,74.400002,75.750000,75.750000,1059124
2021-07-22,76.000000,80.099998,75.699997,78.750000,78.750000,991158
2021-07-23,78.500000,78.699997,77.099998,77.650002,77.650002,358774
2021-07-26,77.650002,78.099998,76.550003,76.849998,76.849998,159591
2021-07-27,76.949997,77.349998,75.599998,76.050003,76.050003,621731
2021-07-28,75.900002,76.000000,74.300003,75.300003,75.300003,205179
2021-07-29,75.449997,75.849998,73.500000,74.150002,74.150002,485208
2021-07-30,73.349998,76.099998,73.349998,75.150002,75.150002,238770
2021-08-02,75.949997,75.949997,74.599998,75.000000,75.000000,307277
2021-08-03,75.500000,76.400002,74.150002,74.400002,74.400002,240970
2021-08-04,74.400002,75.150002,73.099998,73.500000,73.500000,493184
2021-08-05,73.099998,73.550003,70.400002,70.800003,70.800003,385170
2021-08-06,71.000000,71.199997,69.800003,70.349998,70.349998,460869
2021-08-09,70.699997,71.000000,67.300003,68.400002,68.400002,429756
2021-08-10,68.400002,70.400002,67.449997,68.400002,68.400002,588567
2021-08-11,69.699997,69.699997,65.900002,67.800003,67.800003,313767
2021-08-12,67.800003,72.500000,67.800003,71.449997,71.449997,643716
2021-08-13,72.400002,73.349998,71.199997,71.900002,71.900002,751657
2021-08-16,71.750000,71.750000,63.549999,68.699997,68.699997,265618
2021-08-17,68.199997,72.400002,68.199997,71.900002,71.900002,1114920
2021-08-18,72.000000,72.599998,68.199997,69.500000,69.500000,375919
2021-08-20,69.500000,69.500000,66.349998,67.050003,67.050003,312791
2021-08-23,67.550003,69.300003,65.599998,66.599998,66.599998,571928
2021-08-24,66.699997,69.349998,65.699997,68.900002,68.900002,297105
2021-08-25,69.099998,72.349998,68.300003,71.599998,71.599998,745232
2021-08-26,72.400002,74.000000,70.349998,71.050003,71.050003,584212
2021-08-27,72.949997,74.150002,72.099998,72.949997,72.949997,463094
2021-08-30,72.599998,72.650002,71.000000,71.349998,71.349998,215663
2021-08-31,71.150002,72.449997,70.500000,71.349998,71.349998,341117
2021-09-01,71.900002,73.550003,71.250000,72.099998,72.099998,614271
2021-09-02,72.900002,73.000000,71.349998,71.650002,71.650002,407119
2021-09-03,71.699997,73.000000,70.449997,71.500000,71.500000,1148759
2021-09-06,71.849998,71.849998,70.250000,70.349998,70.349998,148312
2021-09-07,71.500000,71.900002,69.400002,69.849998,69.849998,632472
2021-09-08,70.949997,70.949997,69.000000,69.599998,69.599998,304108
2021-09-09,69.599998,70.400002,69.300003,69.650002,69.650002,456569
2021-09-13,69.599998,71.050003,69.500000,69.800003,69.800003,431057
2021-09-14,70.250000,72.500000,70.250000,71.949997,71.949997,1022614
2021-09-15,73.400002,77.349998,72.800003,76.250000,76.250000,1564496
2021-09-16,77.750000,77.750000,75.000000,75.949997,75.949997,678943
2021-09-17,77.000000,81.949997,76.650002,78.550003,78.550003,4762207
2021-09-20,79.000000,82.650002,77.599998,78.550003,78.550003,2703374
2021-09-21,78.550003,80.800003,77.050003,79.699997,79.699997,1585816
2021-09-22,80.000000,80.550003,77.800003,78.250000,78.250000,659698
2021-09-23,78.699997,79.199997,77.550003,77.900002,77.900002,595768
2021-09-24,77.949997,78.250000,75.550003,76.150002,76.150002,688893
2021-09-27,77.699997,78.699997,76.650002,77.400002,77.400002,549933
2021-09-28,77.150002,77.750000,75.750000,76.050003,76.050003,655108
2021-09-29,76.050003,76.699997,75.000000,75.849998,75.849998,260910
2021-09-30,76.000000,76.849998,75.000000,75.150002,75.150002,429978
2021-10-01,74.000000,76.250000,74.000000,75.050003,75.050003,702003
2021-10-04,75.500000,76.150002,74.900002,75.199997,75.199997,445269
2021-10-05,75.449997,76.000000,75.199997,75.349998,75.349998,180935
2021-10-06,75.550003,76.050003,62.000000,70.900002,70.900002,482861
2021-10-07,72.699997,75.599998,72.000000,75.050003,75.050003,893368
2021-10-08,75.050003,75.500000,74.000000,74.300003,74.300003,446761
2021-10-11,74.800003,77.599998,73.599998,75.650002,75.650002,1440250
2021-10-12,75.150002,75.650002,74.500000,75.000000,75.000000,385157
2021-10-13,78.699997,79.500000,77.150002,77.699997,77.699997,919814
2021-10-14,77.800003,78.199997,76.150002,76.500000,76.500000,815611
2021-10-18,75.900002,77.199997,73.000000,75.949997,75.949997,626536
2021-10-19,76.550003,77.000000,73.849998,74.449997,74.449997,844134
2021-10-20,74.800003,74.949997,72.800003,73.599998,73.599998,840689
2021-10-21,73.949997,74.500000,73.300003,73.800003,73.800003,242344
2021-10-22,74.800003,75.750000,72.699997,73.099998,73.099998,385288
2021-10-25,73.400002,73.949997,71.500000,72.550003,72.550003,654602
2021-10-26,72.699997,73.300003,72.300003,72.550003,72.550003,229755
2021-10-27,72.000000,73.449997,72.000000,72.449997,72.449997,409062
2021-10-28,73.300003,73.300003,70.699997,71.300003,71.300003,504509
2021-10-29,71.949997,71.949997,69.500000,70.800003,70.800003,1211132
2021-11-01,70.800003,71.599998,70.650002,70.900002,70.900002,233293
2021-11-02,70.949997,71.550003,70.550003,70.900002,70.900002,391089
2021-11-03,70.949997,71.300003,69.349998,69.750000,69.750000,334265
2021-11-04,71.000000,71.000000,69.500000,70.550003,70.550003,108702
2021-11-08,70.900002,73.199997,70.550003,72.550003,72.550003,499196
2021-11-09,72.900002,75.349998,72.449997,74.300003,74.300003,885899
2021-11-10,74.599998,75.650002,73.300003,73.500000,73.500000,376526
2021-11-11,74.000000,74.300003,72.349998,73.250000,73.250000,377670
2021-11-12,72.550003,75.900002,72.550003,73.949997,73.949997,1156815
2021-11-15,73.400002,74.300003,70.800003,71.250000,71.250000,632235
2021-11-16,71.800003,79.400002,71.500000,78.099998,78.099998,4782610
2021-11-17,79.099998,79.599998,76.199997,78.300003,78.300003,1578602
2021-11-18,78.000000,78.599998,74.599998,77.349998,77.349998,1512940
2021-11-22,77.849998,80.000000,75.650002,78.550003,78.550003,1525391
2021-11-23,79.949997,85.199997,77.699997,84.550003,84.550003,5355866
2021-11-24,85.000000,87.250000,81.550003,82.849998,82.849998,4647909
2021-11-25,82.750000,83.500000,80.349998,80.949997,80.949997,1340539
2021-11-26,78.000000,79.400002,74.199997,75.199997,75.199997,2862626
2021-11-29,72.500000,73.000000,69.650002,70.800003,70.800003,1596834
2021-11-30,70.199997,73.199997,69.300003,70.099998,70.099998,1252488
2021-12-01,70.699997,72.099998,69.300003,71.250000,71.250000,826190
2021-12-02,70.900002,72.400002,70.199997,71.400002,71.400002,986444
2021-12-03,71.400002,72.199997,70.199997,71.199997,71.199997,463052
2021-12-06,71.099998,71.699997,68.199997,68.800003,68.800003,667119
2021-12-07,69.599998,70.349998,67.900002,68.500000,68.500000,847732
2021-12-08,65.650002,69.250000,65.650002,67.800003,67.800003,1553694
2021-12-09,67.599998,71.599998,67.599998,70.349998,70.349998,1481037
2021-12-10,70.000000,70.750000,69.400002,70.349998,70.349998,396276
2021-12-13,71.000000,71.400002,68.900002,70.000000,70.000000,651783
2021-12-14,69.500000,70.150002,69.150002,69.550003,69.550003,509909
2021-12-15,70.349998,71.800003,68.099998,68.300003,68.300003,1254765
2021-12-16,68.599998,69.650002,67.050003,67.550003,67.550003,685266
2021-12-17,68.599998,68.599998,66.050003,66.400002,66.400002,514118
2021-12-20,65.699997,65.699997,61.900002,63.750000,63.750000,989754
2021-12-21,65.599998,65.599998,63.700001,64.800003,64.800003,900674
2021-12-22,66.000000,67.750000,65.099998,67.449997,67.449997,519144
2021-12-23,67.849998,68.150002,66.599998,67.300003,67.300003,328803
2021-12-24,67.300003,67.900002,66.050003,67.300003,67.300003,334463
2021-12-27,67.000000,68.300003,65.949997,67.500000,67.500000,462385
2021-12-28,67.599998,68.500000,67.150002,68.000000,68.000000,258920
2021-12-29,68.500000,68.500000,66.400002,66.900002,66.900002,389279
2021-12-30,67.800003,67.800003,65.400002,65.750000,65.750000,290766
2021-12-31,65.849998,68.400002,65.650002,68.099998,68.099998,387638
2022-01-03,66.500000,68.250000,65.800003,67.800003,67.800003,423276
2022-01-04,67.000000,68.050003,66.750000,67.300003,67.300003,431711
2022-01-05,67.000000,67.150002,65.900002,66.250000,66.250000,323928
2022-01-06,65.300003,65.599998,63.599998,65.349998,65.349998,687546
2022-01-07,66.250000,66.699997,63.950001,64.599998,64.599998,1006886
2022-01-10,64.000000,64.650002,63.849998,64.150002,64.150002,620020
2022-01-11,64.599998,64.849998,63.900002,64.050003,64.050003,514209
2022-01-12,63.900002,64.400002,63.099998,63.700001,63.700001,663322
2022-01-13,63.500000,65.150002,63.400002,63.950001,63.950001,532979
2022-01-14,64.199997,64.599998,63.650002,63.900002,63.900002,457260
2022-01-17,64.000000,65.199997,63.750000,64.199997,64.199997,632694
2022-01-18,64.400002,64.500000,62.950001,63.200001,63.200001,404485
2022-01-19,63.599998,63.599998,62.200001,62.349998,62.349998,602266
2022-01-20,62.700001,62.799999,62.200001,62.599998,62.599998,403694
2022-01-21,63.049999,64.550003,61.849998,63.250000,63.250000,797446
2022-01-24,63.000000,63.200001,59.849998,60.500000,60.500000,1076038
2022-01-25,60.049999,61.900002,59.500000,60.849998,60.849998,725629
2022-01-27,57.950001,61.099998,57.700001,60.450001,60.450001,1071384
2022-01-28,61.200001,66.349998,61.200001,64.849998,64.849998,1673163
2022-01-31,63.750000,64.000000,60.500000,60.849998,60.849998,1122401
2022-02-01,61.150002,62.000000,60.200001,60.450001,60.450001,1015948
2022-02-02,60.700001,61.400002,60.700001,60.900002,60.900002,620565
2022-02-03,61.000000,61.200001,60.700001,60.849998,60.849998,197624
2022-02-04,61.000000,61.150002,60.200001,60.349998,60.349998,363453
2022-02-07,60.400002,63.099998,60.299999,62.200001,62.200001,1188870
2022-02-08,62.250000,62.500000,60.650002,60.950001,60.950001,385964
2022-02-09,61.150002,61.500000,60.200001,60.500000,60.500000,429972
2022-02-10,60.549999,63.799999,60.200001,62.900002,62.900002,1694571
2022-02-11,62.700001,64.199997,62.200001,62.700001,62.700001,594223
2022-02-14,62.049999,62.049999,57.849998,59.250000,59.250000,447603
2022-02-15,58.150002,64.400002,56.250000,64.000000,64.000000,2097353
2022-02-16,65.000000,66.099998,63.000000,63.599998,63.599998,1690328
2022-02-17,64.400002,64.400002,62.299999,62.700001,62.700001,581423
