Date,Open,High,Low,Close,Volume
2006-08-10,37.4680,39.0139,37.1287,38.1938,8968097
2006-08-11,37.8922,37.8922,34.6874,35.0550,11484718
2006-08-14,36.3369,36.9873,35.5828,35.9504,5914745
2006-08-15,37.4209,38.2786,36.7611,38.2692,5676408
2006-08-16,38.3163,40.8048,38.2881,40.5314,6536461
2006-08-17,40.9273,41.7285,39.6265,40.3335,4972654
2006-08-18,40.2864,40.2958,39.0233,39.6831,2661930
2006-08-21,39.3532,39.3532,37.4492,37.9205,3093566
2006-08-22,37.5246,39.5229,37.5057,39.1176,4594906
2006-08-23,39.4946,39.5323,38.0241,38.5426,2235925
2006-08-24,38.5991,38.6557,37.3266,37.9110,2967292
2006-08-25,37.9016,38.5708,37.2135,37.2135,1833780
2006-08-28,37.7979,39.7302,37.7979,39.4098,2334316
2006-08-29,40.0601,40.7294,39.1081,39.8716,2972118
2006-08-30,40.0130,41.2384,39.2966,40.9556,2361126
2006-08-31,40.8613,40.8990,39.6831,39.8245,3153619
2006-09-01,39.9659,40.0601,39.1176,39.3532,3119839
2006-09-05,40.2769,40.8990,39.8528,40.3429,4495710
2006-09-06,39.5888,40.2110,38.0713,38.2315,7290617
2006-09-07,37.7131,38.9008,36.5726,38.5897,6677480
2006-09-08,38.7405,38.9667,37.1947,38.7971,5945576
2006-09-11,38.6274,38.6274,37.7508,38.1467,2900536
2006-09-12,38.1467,42.0396,38.1467,42.0396,7471046
2006-09-13,42.4166,43.9625,41.8134,42.3224,6955496
2006-09-14,42.3224,44.0944,42.0867,43.8588,5206971
2006-09-15,44.0850,44.7165,42.9822,43.5760,4589812
2006-09-18,43.5760,43.8305,42.1998,42.3601,2353351
2006-09-19,42.0867,44.1887,41.6625,43.8776,4919839
2006-09-20,44.6788,44.7542,43.8682,44.6034,4557641
2006-09-21,44.4903,44.5846,42.8879,43.3404,3772386
2006-09-22,43.4063,44.3018,42.8408,43.3969,2320375
2006-09-25,44.0662,45.0370,43.7551,44.9333,3542091
2006-09-26,45.0559,45.5177,44.2735,45.2444,2455496
