Date,Open,High,Low,Close,Volume
2000-03-29,13.1867,13.7307,13.047,13.561,1479992.2422169
2000-03-30,13.6209,13.8605,13.3764,13.4892,921191.91613635
2000-03-31,13.4892,14.0581,13.3484,13.6778,1092579.6971795
2000-04-03,13.7038,14.135,13.6399,14.0052,1136552.4601845
2000-04-04,13.8874,14.5353,13.8605,14.2977,1531408.6767138
2000-04-05,14.2977,14.4294,14.0841,14.1021,727255.72132866
2000-04-06,14.2707,14.5961,14.2438,14.4923,765816.54444131
2000-04-07,14.3765,14.6241,13.8096,13.9443,864365.54542718
2000-04-10,13.8345,14.1629,13.7826,14.0212,608190.03817797
2000-04-11,13.9244,14.3496,13.9244,14.2438,736499.69937128
2000-04-12,14.4294,14.7299,14.2707,14.4125,769878.00396064
2000-04-13,14.3226,14.4923,13.7567,13.7567,831440.07253558
2000-04-14,13.8345,14.0052,13.1867,13.2945,970806.0404026
2000-04-17,13.561,13.6209,12.8593,12.9392,999215.21839703
2000-04-18,12.9392,13.4043,12.8074,13.1598,1074085.730054
2000-04-19,13.0739,13.4293,13.0739,13.2386,705382.54775062
2000-04-20,13.2945,13.4293,13.1867,13.3484,614504.63594568
2000-04-24,13.3764,13.7307,13.3484,13.4892,983885.06211567
2000-04-25,13.4622,13.6778,13.2945,13.3764,980947.66712044
2000-04-26,13.3215,13.8874,13.3215,13.7307,596911.32301553
2000-04-27,13.5061,13.9773,13.5061,13.8096,971478.27506897
2000-04-28,13.8345,14.0212,13.7307,13.8874,1522614.5248488
2000-05-01,13.8874,14.4564,13.8874,14.3226,909461.37111619
2000-05-02,14.4125,14.7588,14.2178,14.3765,1192702.5888671
2000-05-03,14.4923,14.6241,13.8345,13.8874,760632.02223794
2000-05-04,13.8874,14.2707,13.8096,14.0212,720943.12724103
2000-05-05,13.8874,14.0052,13.8605,13.9244,955242.45539208
2000-05-08,13.9244,14.1899,13.8605,14.0841,793327.07192049
2000-05-09,14.1021,14.5093,14.0212,14.2977,923218.63853585
2000-05-10,14.3226,14.652,14.2438,14.652,1112872.9690156
2000-05-11,14.5961,14.8377,14.2707,14.3765,819037.29284905
2000-05-12,14.4923,15.193,14.4923,15.0862,1513820.3729839
2000-05-15,15.1391,15.744,15.0603,15.6522,1733009.9496622
2000-05-16,15.4596,15.9467,15.4146,15.8648,1427678.1590447
2000-05-17,15.6791,15.8399,15.5224,15.5504,829634.75678476
2000-05-18,15.5504,15.7889,15.3777,15.5504,1346499.0606602
2000-05-19,15.4426,16.0884,15.4146,16.0604,1423843.1153743
2000-05-22,16.2471,16.282,15.4845,15.7071,1636267.2662672
2000-05-23,15.7071,15.7071,15.3777,15.4596,559027.74376944
2000-05-24,15.6252,16.1403,15.5993,16.0095,1215479.4221606
2000-05-25,15.9187,16.0095,15.3597,15.4845,776420.01941726
2000-05-26,15.4845,15.744,15.3597,15.4426,503328.44310448
2000-05-30,15.3777,15.9826,15.3328,15.9467,1340856.6975589
2000-05-31,15.9007,15.9187,15.6791,15.744,1031688.8614309
2000-06-01,15.6791,15.6791,15.4426,15.5504,1086938.3359182
2000-06-02,15.5224,15.8229,15.3777,15.6522,1231938.6521663
2000-06-05,15.8229,15.9007,15.5733,15.744,839106.1525163
2000-06-06,15.5733,15.9007,15.4845,15.7889,643365.64379783
2000-06-07,15.6522,16.1403,15.6522,15.9467,993805.28218481
2000-06-08,16.0095,16.0884,15.5504,16.0095,1296658.5205451
2000-06-09,15.9187,16.3928,15.8648,16.309,866845.09952444
2000-06-12,16.3928,16.4946,15.7889,15.8568,998317.56972182
2000-06-13,15.6791,15.7889,15.4596,15.4845,719813.0516767
