Date,Open,High,Low,Close,Adj Close,Volume
2000-03-10,21.458124,21.458124,21.119312,21.260485,13.148755,584837
2000-03-13,21.232250,21.401655,21.119312,21.232250,13.131299,424350
2000-03-14,21.345188,22.361626,21.232250,22.051046,13.637682,857997
2000-03-15,21.938108,23.716875,21.684000,23.716875,14.667934,952075
2000-03-16,23.745110,24.733313,23.660406,24.676844,15.261635,1105257
2000-03-17,24.394501,25.128593,24.394501,24.930952,15.418789,1068511
2000-03-20,24.846251,24.902719,23.039249,23.773344,14.702858,669840
2000-03-21,23.886280,24.733313,23.886280,24.394501,15.087009,1257554
2000-03-22,24.563906,24.620375,24.027452,24.196859,14.964787,882346
2000-03-23,23.914516,24.112156,23.378063,23.519234,14.545698,438296
2000-03-24,23.490999,24.168625,23.490999,24.168625,14.947327,754178
2000-03-27,24.338032,24.338032,23.858047,24.055689,14.877469,595905
2000-03-28,24.168625,24.253328,23.716875,23.773344,14.702858,628002
2000-03-29,23.999220,24.055689,23.575703,23.632172,14.615543,829441
2000-03-30,23.716875,24.479202,23.660406,23.942751,14.807634,1228777
2000-03-31,24.055689,24.309797,23.716875,23.914516,14.790156,1878030
2000-04-03,23.914516,23.914516,23.123953,23.688641,14.650471,919535
2000-04-04,23.716875,25.241531,23.632172,24.959188,15.436255,1159934
2000-04-05,24.846251,25.749750,24.733313,24.959188,15.436255,811732
2000-04-06,25.354469,25.919155,25.326235,25.439173,15.733109,619148
2000-04-07,25.552109,25.806219,24.761547,24.761547,15.314021,459546
2000-04-10,24.761547,25.298000,24.761547,25.185062,15.575947,465744
2000-04-11,25.298000,25.806219,25.298000,25.552109,15.802952,329828
2000-04-12,25.636812,26.822657,25.552109,25.806219,15.960111,977532
2000-04-13,26.088564,28.234375,25.919155,27.133234,16.780809,1471610
2000-04-14,27.076765,27.726156,26.709719,26.850891,16.606192,1281682
2000-04-17,27.189703,29.024939,27.189703,28.827297,17.828522,1809629
2000-04-18,28.827297,29.363750,28.460251,29.279047,18.107916,1712673
2000-04-19,29.222578,29.391985,28.799063,28.855532,17.845985,543664
2000-04-20,28.855532,30.606064,28.686125,30.267250,18.719076,1053459
