Date,Open,High,Low,Close,Volume
2017-11-03,3.91,3.94,3.78,3.92,29715
2017-11-06,3.88,3.95,3.78,3.94,22597
2017-11-07,3.76,3.98,3.76,3.92,57182
2017-11-08,3.96,3.99,3.90,3.92,38375
2017-11-09,3.95,4.00,3.91,3.97,12223
2017-11-10,3.95,4.03,3.80,3.82,88403
2017-11-13,3.77,3.80,3.74,3.76,25459
2017-11-14,3.73,3.91,3.72,3.86,53520
2017-11-15,3.82,3.83,3.78,3.80,22128
2017-11-16,3.85,3.85,3.79,3.83,7207
2017-11-17,3.80,3.80,3.76,3.80,7147
2017-11-20,3.77,3.83,3.73,3.80,18107
2017-11-21,3.79,3.83,3.73,3.73,12012
2017-11-22,3.71,3.73,3.68,3.68,22867
2017-11-24,3.67,3.74,3.65,3.74,11556
2017-11-27,3.73,3.80,3.60,3.63,44204
2017-11-28,3.63,3.72,3.61,3.71,14227
2017-11-29,3.66,3.80,3.61,3.78,57313
2017-11-30,3.78,3.78,3.62,3.62,24602
2017-12-01,3.62,3.68,3.41,3.55,112389
2017-12-04,3.61,3.64,3.55,3.60,12446
2017-12-05,3.64,3.64,3.57,3.61,17350
2017-12-06,3.59,3.64,3.55,3.57,22330
2017-12-07,3.59,3.61,3.55,3.60,8444
2017-12-08,3.60,3.60,3.51,3.54,21220
2017-12-11,3.51,3.52,3.40,3.49,40467
2017-12-12,3.42,3.52,3.42,3.44,128492
2017-12-13,3.40,3.44,3.24,3.40,96718
2017-12-14,3.40,3.40,3.34,3.37,44572
2017-12-15,3.41,3.44,3.37,3.39,11026
2017-12-18,3.39,3.43,3.34,3.40,28185
2017-12-19,3.33,3.40,3.30,3.31,36345
2017-12-20,3.32,3.39,3.21,3.33,42216
2017-12-21,3.34,3.38,3.11,3.31,144715
2017-12-22,3.34,3.59,3.30,3.55,121746
2017-12-26,3.55,3.60,3.40,3.50,40703
2017-12-27,3.45,3.59,3.36,3.50,272673
2017-12-28,3.41,3.50,3.25,3.41,173137
2017-12-29,3.33,3.49,3.28,3.45,109482
2018-01-02,3.42,3.44,3.41,3.41,12264
2018-01-03,3.41,3.42,3.30,3.39,57618
2018-01-04,3.38,3.40,3.30,3.35,74269
2018-01-05,3.33,3.35,3.30,3.32,46964
2018-01-08,3.32,3.81,3.32,3.81,264884
2018-01-09,3.89,4.30,3.79,4.01,222329
2018-01-10,3.98,4.00,3.70,3.70,56767
2018-01-11,3.75,3.87,3.74,3.81,51197
2018-01-12,3.88,3.95,3.80,3.92,75573
2018-01-16,4.00,4.00,3.78,3.93,127805
2018-01-17,4.00,4.02,3.90,4.02,121516
2018-01-18,4.00,4.25,3.94,4.25,134621
2018-01-19,4.25,4.25,4.00,4.08,36677
2018-01-22,4.08,4.10,4.01,4.02,25418
2018-01-23,4.00,4.26,3.92,4.24,97932
2018-01-24,5.41,5.42,5.37,5.39,2926667
2018-01-25,5.38,5.40,5.36,5.40,606896
2018-01-26,5.38,5.40,5.38,5.38,218605
2018-01-29,5.38,5.39,5.38,5.39,142709
2018-01-30,5.38,5.39,5.36,5.38,526628
2018-01-31,5.37,5.39,5.37,5.38,173631
2018-02-01,5.37,5.38,5.36,5.38,131185
2018-02-02,5.37,5.38,5.36,5.37,244940
2018-02-05,5.35,5.37,5.35,5.37,149612
2018-02-06,5.35,5.37,5.34,5.36,182379
2018-02-07,5.36,5.38,5.36,5.38,92754
2018-02-08,5.36,5.37,5.35,5.36,262752
2018-02-09,5.35,5.37,5.34,5.37,188937
2018-02-12,5.35,5.37,5.35,5.36,373296
2018-02-13,5.35,5.36,5.35,5.35,57801
2018-02-14,5.35,5.36,5.35,5.35,82735
2018-02-15,5.35,5.36,5.35,5.36,100709
